id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
4724,Clare,Halfmoon,4,4.99,Thailand,97.45,Poor,Win
4725,Alistair,Plakat,1,4.1,Indonesia,54.38,Poor,Win
4726,Mallissa,Crown,4,6.69,India,30.7,Poor,Lose
4727,Daryl,Spade,5,4.57,Thailand,30.79,Untidy,Lose
4728,Vassili,Halfmoon,1,5.63,India,61.71,Excellent,Win
4729,Griffin,Halfmoon,2,4.58,Thailand,37.38,Excellent,Win
4730,Marti,Plakat,3,6.83,India,17.5,Poor,Lose
4731,Keene,Halfmoon,5,5.91,Indonesia,63.99,Good,Lose
4732,Aldin,Halfmoon,5,6.61,Vietnam,44.65,Untidy,Lose
4733,Niels,Spade,4,4.86,Indonesia,46.46,Untidy,Lose
4734,Agnola,Spade,5,5.31,Indonesia,95.08,Excellent,Win
4735,Amata,Plakat,1,3.85,India,3.89,Untidy,Lose
4736,Alla,Rose,5,4.07,India,2.93,Poor,Win
4737,Fulton,Crown,4,5.5,India,63.37,Excellent,Win
4738,Justus,Crown,4,4.65,India,10.44,Poor,Lose
4739,Chickie,Plakat,3,4.02,Thailand,64.49,Excellent,Lose
4740,Jemimah,Halfmoon,4,3.99,India,13.57,Untidy,Lose
4741,Davey,Spade,3,6.58,India,32.33,Untidy,Lose
4742,Kittie,Crown,5,5.92,Thailand,39.61,Excellent,Lose
4743,Kristo,Plakat,1,6.41,Indonesia,55.64,Excellent,Win
4744,Laurence,Halfmoon,2,7.08,Indonesia,11.45,Poor,Lose
4745,Gena,Plakat,1,6.49,Indonesia,30.03,Untidy,Lose
4746,Port,Spade,2,6.94,India,3.76,Untidy,Lose
4747,Emory,Spade,4,4.25,Vietnam,4.82,Poor,Lose
4748,Hermon,Plakat,5,4.72,India,2.88,Untidy,Lose
4749,Stan,Crown,1,5.79,India,74.07,Excellent,Win
4750,Keenan,Halfmoon,4,4.78,Thailand,44.65,Excellent,Win
4751,Ines,Spade,1,6.81,Thailand,81.14,Good,Win
4752,Genna,Plakat,4,6.66,Indonesia,25.52,Poor,Lose
4753,Con,Plakat,1,5.9,Thailand,74.05,Excellent,Win
4754,Sal,Rose,5,3.94,Indonesia,27.08,Excellent,Lose
4755,Burtie,Halfmoon,3,6.87,India,45.86,Good,Lose
4756,Casandra,Halfmoon,4,4.67,Indonesia,99.84,Good,Win
4757,Burnard,Crown,1,5.53,Thailand,76.36,Good,Win
4758,Trixie,Rose,2,4.19,India,54.6,Untidy,Lose
4759,Ag,Halfmoon,2,4.88,Vietnam,89.94,Good,Win
4760,Cicely,Plakat,5,4.86,Indonesia,12.66,Poor,Lose
4761,Sacha,Crown,1,4.04,India,28.23,Good,Win
4762,Hyacintha,Spade,2,4.16,Indonesia,10.26,Untidy,Lose
4763,Susette,Halfmoon,4,3.95,Indonesia,22.13,Poor,Lose
4764,Joscelin,Spade,3,6.8,Vietnam,22.84,Poor,Lose
4765,Emmye,Rose,2,5.51,Thailand,77.81,Good,Win
4766,Andrei,Plakat,1,3.59,India,45.79,Poor,Lose
4767,Geraldine,Halfmoon,4,3.51,India,57.72,Poor,Lose
4768,Derrik,Plakat,1,5.49,Vietnam,90.96,Good,Win
4769,Ted,Rose,5,4.86,Vietnam,90.45,Good,Win
4770,Leanna,Crown,4,6.42,Thailand,71.2,Good,Win
4771,Arne,Spade,5,6.59,Indonesia,41.56,Untidy,Lose
4772,Querida,Crown,1,4.35,India,49.11,Poor,Lose
4773,Charin,Crown,4,5.42,India,73.72,Untidy,Win
4774,Baxie,Crown,2,5.34,Indonesia,88.12,Excellent,Win
4775,Tamera,Crown,5,4.69,Thailand,99.31,Good,Win
4776,Timmie,Spade,2,6.58,Thailand,76.19,Good,Win
4777,Fanchon,Spade,3,6.03,India,18.07,Poor,Lose
4778,Frank,Spade,5,6.39,Thailand,57.32,Good,Win
4779,Brenda,Halfmoon,3,3.88,Indonesia,10.55,Untidy,Win
4780,Roosevelt,Spade,5,6.76,Thailand,72.85,Poor,Win
4781,Michaeline,Plakat,4,5.31,Vietnam,69.69,Good,Win
4782,Katerine,Plakat,2,3.91,India,20.56,Poor,Lose
4783,Hildegarde,Halfmoon,1,4.87,Vietnam,80.64,Good,Win
4784,El,Rose,4,4.81,Vietnam,77.91,Excellent,Win
4785,Milissent,Plakat,3,6.1,Indonesia,10.36,Poor,Lose
4786,Wendell,Spade,3,4.81,Vietnam,82.07,Good,Win
4787,Mayne,Rose,1,4.14,Indonesia,26.61,Good,Win
4788,Norrie,Crown,1,4.32,Indonesia,38.09,Untidy,Lose
4789,James,Rose,4,5.62,India,79.72,Excellent,Win
4790,Zeb,Plakat,2,3.7,Indonesia,13.84,Untidy,Lose
4791,Quillan,Halfmoon,3,4.6,Thailand,56.27,Good,Win
4792,Valentino,Rose,3,4.78,Thailand,85.89,Good,Win
4793,Felipe,Halfmoon,3,4.84,Indonesia,14.15,Poor,Lose
4794,Gabi,Plakat,1,3.85,Thailand,32.1,Good,Win
4795,Nelle,Halfmoon,3,5.64,Indonesia,66.62,Good,Win
4796,Ashlee,Crown,2,6.49,India,10.8,Poor,Lose
4797,Merrile,Plakat,4,4.7,India,43.4,Good,Win
4798,Vladamir,Rose,5,6.28,Vietnam,77.56,Excellent,Win
4799,Emmett,Plakat,1,4.43,Vietnam,34.14,Excellent,Win
4800,Sean,Spade,5,7.08,Indonesia,16.25,Good,Lose
4801,Clareta,Spade,2,4.61,India,35.16,Excellent,Win
4802,Osborn,Crown,2,5.87,Thailand,72.69,Poor,Lose
4803,Nowell,Halfmoon,2,5.1,Vietnam,94.1,Good,Win
4804,Rafaello,Plakat,3,6.21,Vietnam,85.37,Good,Win
4805,Terry,Spade,1,5.49,India,43.39,Good,Win
4806,Adelaida,Plakat,4,6.62,India,92.71,Good,Win
4807,Cortie,Spade,1,3.88,India,11.97,Poor,Lose
4808,Hy,Halfmoon,2,6.89,Indonesia,3.62,Poor,Lose
4809,Shanan,Rose,4,3.71,India,7.14,Untidy,Lose
4810,Cortney,Halfmoon,3,3.84,India,5.78,Poor,Lose
4811,Harry,Plakat,1,6.13,Vietnam,61.57,Excellent,Win
4812,Niels,Plakat,1,3.81,Thailand,39.19,Good,Lose
4813,Audrie,Halfmoon,3,6.59,Thailand,77.51,Good,Win
4814,Alison,Rose,3,5.95,India,0.85,Excellent,Lose
4815,Dixie,Crown,3,6.42,India,27.79,Good,Lose
4816,Lilyan,Rose,2,5.69,Thailand,68.8,Good,Lose
4817,Alix,Halfmoon,5,7.1,India,29.25,Untidy,Lose
4818,Dahlia,Crown,5,6.49,Vietnam,56.2,Excellent,Win
4819,Northrop,Halfmoon,1,4.32,India,1.63,Poor,Lose
4820,Alicea,Halfmoon,4,4.8,Vietnam,87.52,Excellent,Win
4821,Dierdre,Crown,3,6.3,India,32.98,Poor,Lose
4822,Torr,Spade,3,6.42,Indonesia,12.23,Untidy,Lose
4823,Lydie,Rose,3,3.7,Indonesia,10.54,Untidy,Lose
4824,Ardeen,Rose,4,6.63,India,22.53,Poor,Lose
4825,Gwyn,Halfmoon,2,5.4,India,65.35,Excellent,Win
4826,Ashton,Rose,1,4.79,India,19.92,Untidy,Lose
4827,Marieann,Halfmoon,2,5.97,Vietnam,66.49,Good,Win
4828,Jakob,Rose,1,5.2,Thailand,99.28,Good,Win
4829,Cymbre,Rose,5,6.1,Vietnam,88.63,Excellent,Win
4830,Sayres,Rose,5,6.45,Thailand,21.49,Poor,Lose
4831,Talia,Halfmoon,1,6.79,Thailand,77.65,Excellent,Win
4832,Kessia,Plakat,5,6.43,Thailand,64.07,Excellent,Win
4833,Wilburt,Plakat,2,6.18,Vietnam,83.25,Excellent,Win
4834,Garrett,Halfmoon,4,6.08,Vietnam,53.06,Excellent,Win
4835,Kariotta,Rose,4,4.3,Thailand,37.24,Good,Win
4836,Burty,Halfmoon,4,4.83,Indonesia,3.06,Poor,Lose
4837,Chicky,Halfmoon,1,6.49,Vietnam,86.55,Good,Win
4838,Patrizio,Spade,2,4.63,Thailand,38.48,Good,Win
4839,Philippine,Spade,3,6.55,India,28.25,Good,Win
4840,Blakelee,Halfmoon,4,4.07,India,25.47,Untidy,Lose
4841,Darill,Plakat,2,4.66,Indonesia,15.44,Untidy,Win
4842,Casie,Plakat,4,6.23,Thailand,62.71,Excellent,Win
4843,Adriena,Crown,1,3.64,Indonesia,48.04,Untidy,Lose
4844,Felike,Spade,3,6.42,Thailand,58.97,Excellent,Win
4845,Micaela,Rose,5,6.72,Thailand,67.22,Excellent,Win
4846,Bethena,Halfmoon,4,6.54,Indonesia,17.11,Poor,Lose
4847,Aldin,Rose,1,4.01,Thailand,53.95,Excellent,Win
4848,Tedmund,Crown,3,5.94,Thailand,78.84,Excellent,Win
4849,Ravid,Crown,2,4.43,Indonesia,25.42,Untidy,Lose
4850,Angeline,Plakat,3,4.61,Vietnam,47.17,Good,Win
4851,Noel,Halfmoon,2,5.41,Thailand,71.2,Excellent,Win
4852,Charlot,Spade,5,4.41,India,15.41,Poor,Lose
4853,Samantha,Halfmoon,3,4.9,Vietnam,27.94,Untidy,Lose
4854,Clair,Spade,1,5.6,Thailand,53.82,Excellent,Lose
4855,Bonny,Crown,4,6.4,India,15.19,Untidy,Lose
4856,Zacharia,Rose,2,4.71,Thailand,90.99,Excellent,Lose
4857,Aloysius,Rose,2,4.58,Thailand,53.59,Good,Win
4858,Waly,Plakat,4,3.71,India,43.29,Untidy,Win
4859,Simmonds,Halfmoon,1,4.82,Thailand,57.74,Good,Win
4860,Brantley,Crown,3,4.39,India,60.75,Excellent,Win
4861,Willi,Rose,1,4.3,India,14.32,Untidy,Lose
4862,Romain,Spade,3,5.38,Vietnam,55.02,Excellent,Win
4863,Ozzy,Plakat,3,6.94,Indonesia,59.59,Excellent,Win
4864,Quentin,Spade,5,6.08,India,14.81,Untidy,Lose
4865,Waring,Rose,2,5.98,Vietnam,71.66,Excellent,Win
4866,Gav,Plakat,5,4.15,India,8.6,Poor,Lose
4867,Iago,Plakat,5,6.28,Thailand,56.98,Good,Win
4868,Bendix,Crown,5,6.06,India,64.5,Excellent,Win
4869,Fidela,Plakat,5,5.79,Thailand,61.22,Excellent,Win
4870,Gianni,Halfmoon,1,6.46,Vietnam,69.82,Excellent,Win
4871,Kellia,Rose,5,3.79,India,51.72,Poor,Lose
4872,Freemon,Plakat,5,6.25,Thailand,72.56,Excellent,Win
4873,Malena,Rose,3,6.05,Indonesia,12.38,Untidy,Lose
4874,Harlene,Spade,1,6.81,India,14.11,Untidy,Lose
4875,Henrieta,Plakat,3,4.86,Thailand,57.79,Good,Win
4876,Sam,Plakat,1,5.24,Vietnam,69.6,Good,Win
4877,Anna-diana,Spade,1,5.53,Vietnam,94.23,Excellent,Win
4878,Gaby,Plakat,1,6.95,India,25.96,Excellent,Lose
4879,Jackqueline,Halfmoon,2,6.63,Vietnam,60.65,Good,Win
4880,Aubine,Rose,3,6.69,Vietnam,81.24,Good,Win
4881,Thebault,Crown,2,5.69,India,65.4,Good,Win
4882,Julee,Halfmoon,2,3.92,India,7.06,Untidy,Lose
4883,Harley,Plakat,2,6.23,Indonesia,54.82,Excellent,Win
4884,Ellary,Spade,3,4.57,Thailand,54.59,Poor,Win
4885,Edan,Spade,1,3.73,Vietnam,1.33,Untidy,Lose
4886,Susana,Halfmoon,4,3.71,Indonesia,2.17,Untidy,Win
4887,Kath,Rose,4,4.63,Thailand,62.77,Good,Win
4888,Bari,Crown,1,4.25,Thailand,34.25,Good,Win
4889,Alwin,Rose,2,6.02,Thailand,84.12,Excellent,Win
4890,Noelyn,Rose,4,6.98,Indonesia,13.52,Untidy,Lose
4891,Amberly,Crown,1,3.92,Thailand,57.44,Good,Win
4892,Quinta,Crown,3,5.85,Indonesia,88.98,Excellent,Win
4893,Juliana,Spade,2,6.8,Vietnam,43.72,Excellent,Lose
4894,Walker,Plakat,5,4.8,Vietnam,37.62,Good,Lose
4895,Carmela,Crown,5,4.39,India,57.6,Poor,Lose
4896,Merline,Plakat,1,3.82,Thailand,59.31,Good,Win
4897,Edgardo,Rose,2,5.85,Vietnam,70.25,Good,Lose
4898,Husein,Halfmoon,3,6.43,India,10.39,Poor,Lose
4899,Emmey,Crown,5,4.12,Indonesia,7.73,Poor,Lose
4900,Thaddeus,Rose,3,6.76,Indonesia,21.37,Untidy,Lose
4901,Ardelle,Rose,2,6.1,Indonesia,19.55,Good,Lose
4902,Misty,Crown,2,3.61,Indonesia,2.46,Poor,Lose
4903,Francyne,Halfmoon,5,6.94,Indonesia,28.2,Excellent,Lose
4904,Georg,Plakat,5,6.43,Indonesia,22.34,Poor,Lose
4905,Tracie,Crown,5,6.26,Vietnam,68.91,Good,Win
4906,Tommi,Plakat,5,6.62,Indonesia,92.73,Excellent,Win
4907,Ilario,Plakat,3,4.62,Indonesia,28.84,Untidy,Lose
4908,Lesley,Spade,1,4.81,India,10.27,Poor,Lose
4909,Deloria,Crown,2,3.98,India,28.07,Untidy,Lose
4910,Doti,Plakat,2,4.81,Thailand,45.22,Excellent,Win
4911,Arluene,Crown,2,5.25,Thailand,76.27,Good,Win
4912,Margalit,Spade,4,6.96,India,15.16,Untidy,Lose
4913,Cammy,Rose,3,3.83,Thailand,41.36,Good,Win
4914,Malia,Spade,5,4.5,Thailand,69.58,Excellent,Win
4915,Miltie,Crown,3,6.76,Indonesia,30.02,Poor,Lose
4916,Fax,Spade,1,6.93,Indonesia,13.64,Poor,Lose
4917,Saunder,Halfmoon,1,4.64,Thailand,41.25,Good,Win
4918,Lorettalorna,Spade,1,6.85,Indonesia,13.9,Poor,Lose
4919,Hertha,Halfmoon,4,5.11,Thailand,65.96,Excellent,Win
4920,Imogen,Spade,2,4.24,Indonesia,49.09,Good,Lose
4921,Roosevelt,Rose,3,6.56,Thailand,64.72,Poor,Win
4922,Jarred,Halfmoon,5,4.28,Vietnam,57.72,Excellent,Win
4923,Shayna,Rose,2,6.06,Indonesia,53.52,Poor,Win
4924,Brook,Rose,3,7.08,Indonesia,44.73,Untidy,Lose
4925,Zelig,Rose,2,5.39,Vietnam,68.8,Good,Win
4926,Kimmy,Spade,2,6.43,India,18.98,Untidy,Lose
4927,Sasha,Plakat,4,6.38,Indonesia,71.1,Untidy,Lose
4928,Becca,Plakat,5,4.82,India,9.22,Excellent,Lose
4929,Gabi,Spade,3,3.98,Thailand,21.5,Good,Win
4930,Ivonne,Crown,3,6.18,Indonesia,15.38,Excellent,Lose
4931,Clark,Rose,2,6.7,Thailand,18.73,Excellent,Lose
4932,Jeannette,Plakat,4,4.69,India,79.28,Untidy,Win
4933,Gwen,Plakat,1,5.98,Vietnam,81.48,Good,Win
4934,Delmar,Crown,3,6.64,Indonesia,22.65,Poor,Lose
4935,Konstantin,Spade,4,7.06,India,9.54,Poor,Lose
4936,Alyssa,Plakat,1,4.18,India,54.7,Poor,Win
4937,Dorelia,Rose,3,4.34,India,6.49,Poor,Win
4938,Sue,Halfmoon,2,6.28,Thailand,63.36,Excellent,Win
4939,Janette,Crown,3,5.97,Thailand,61.8,Excellent,Win
4940,Kevin,Plakat,4,5.47,Indonesia,75.85,Excellent,Win
4941,Rosabella,Crown,3,4.56,Vietnam,96.32,Excellent,Win
4942,Fania,Rose,4,6.31,Thailand,59.3,Untidy,Lose
4943,Padget,Halfmoon,1,5.06,Vietnam,74.26,Poor,Win
4944,Skyler,Plakat,1,4.91,Thailand,80.67,Good,Win
4945,Rozella,Spade,5,5.7,Thailand,83.22,Excellent,Win
4946,Augie,Spade,4,6.21,Thailand,72.21,Excellent,Win
4947,Alejandro,Rose,2,5.31,Vietnam,60.06,Good,Win
4948,Lynda,Spade,2,5.38,Thailand,95.52,Untidy,Win
4949,Cornelia,Crown,3,4.27,India,3.4,Poor,Lose
4950,Lishe,Rose,1,6.9,India,24.21,Poor,Lose
4951,Marie-ann,Plakat,5,4.65,Vietnam,10.06,Untidy,Lose
4952,Olly,Crown,5,4.39,India,29.4,Good,Lose
4953,Timi,Plakat,3,5.57,Indonesia,36.67,Untidy,Win
4954,Mehetabel,Plakat,1,6.19,Indonesia,17.02,Poor,Lose
4955,Briana,Rose,4,6.75,India,42.43,Poor,Lose
4956,Meggie,Rose,5,4.94,Vietnam,35.03,Good,Win
4957,Hubey,Spade,5,5.77,Thailand,59.17,Good,Win
4958,Tiff,Crown,5,6.0,Vietnam,81.4,Excellent,Win
4959,Margit,Spade,5,6.87,India,20.79,Poor,Lose
4960,Mae,Halfmoon,5,5.48,India,66.18,Good,Win
4961,Costanza,Crown,2,5.41,Thailand,85.44,Excellent,Win
4962,Cammie,Spade,2,5.3,Vietnam,92.87,Good,Lose
4963,Freda,Spade,2,4.4,Thailand,56.05,Good,Win
4964,Emmye,Crown,5,6.67,Vietnam,85.6,Good,Win
4965,Boyd,Plakat,4,3.59,Indonesia,31.6,Poor,Win
4966,Vivien,Plakat,3,6.44,India,65.1,Good,Win
4967,Edgardo,Halfmoon,2,5.46,Thailand,75.68,Excellent,Win
4968,Stanly,Spade,5,4.31,Indonesia,12.72,Poor,Lose
4969,Blondie,Plakat,4,6.61,Vietnam,82.44,Excellent,Win
4970,Delmor,Halfmoon,4,4.08,Vietnam,88.55,Poor,Lose
4971,Blinnie,Plakat,1,6.77,Thailand,59.58,Excellent,Win
4972,Elisa,Halfmoon,3,3.91,Thailand,32.14,Good,Win
4973,Cathe,Rose,3,5.35,India,81.06,Excellent,Win
4974,Morry,Spade,5,3.77,Indonesia,15.27,Poor,Lose
4975,Kaile,Rose,4,6.77,Indonesia,0.24,Good,Win
4976,Flem,Crown,2,6.31,India,28.58,Untidy,Lose
4977,Judye,Plakat,5,6.74,India,11.21,Untidy,Lose
4978,Ed,Crown,4,4.52,Vietnam,63.71,Good,Win
4979,Ines,Halfmoon,3,5.97,Indonesia,12.43,Untidy,Lose
4980,Gloriana,Plakat,5,6.64,Thailand,74.39,Good,Win
4981,Jo-anne,Rose,2,4.83,India,57.11,Untidy,Lose
4982,Lydon,Plakat,5,4.41,Vietnam,25.83,Untidy,Lose
4983,Lauraine,Halfmoon,2,6.0,Vietnam,68.45,Good,Win
4984,Mufinella,Rose,5,4.84,Thailand,25.92,Untidy,Lose
4985,Birgit,Crown,2,5.45,India,42.16,Good,Win
4986,Blinny,Rose,3,6.4,Indonesia,11.22,Good,Lose
4987,Darcy,Halfmoon,2,6.25,Vietnam,77.61,Excellent,Win
4988,Bendicty,Plakat,1,6.0,Vietnam,74.85,Excellent,Win
4989,Killie,Rose,4,6.75,Indonesia,43.7,Poor,Lose
4990,Kalvin,Spade,2,3.86,Thailand,33.39,Poor,Lose
4991,Arlee,Spade,4,6.99,India,13.59,Poor,Lose
4992,Paula,Halfmoon,4,4.71,Indonesia,40.02,Untidy,Lose
4993,Andra,Plakat,5,5.84,Thailand,60.59,Excellent,Win
4994,Gardener,Crown,5,5.8,India,20.28,Poor,Win
4995,Libby,Rose,2,6.45,Vietnam,6.88,Untidy,Lose
4996,Jaime,Plakat,4,4.49,India,14.66,Poor,Lose
4997,Lynette,Spade,2,3.69,Indonesia,48.12,Untidy,Lose
4998,Eloisa,Rose,5,5.92,Indonesia,17.04,Poor,Lose
4999,Gusti,Rose,3,6.52,India,31.35,Poor,Lose
5000,Sterling,Plakat,3,4.59,Thailand,47.52,Excellent,Win
5001,Thaine,Crown,5,4.74,Thailand,71.18,Good,Win
5002,Audrye,Plakat,5,6.36,India,16.56,Poor,Lose
5003,Felicia,Crown,5,4.6,India,31.49,Poor,Lose
5004,Lin,Spade,3,6.3,Vietnam,65.76,Good,Win
5005,Irving,Halfmoon,3,4.73,India,14.73,Untidy,Lose
5006,Redford,Rose,4,3.67,India,19.72,Untidy,Lose
5007,Jock,Crown,1,5.22,Thailand,59.64,Good,Win
5008,Dorie,Plakat,5,5.68,Thailand,81.99,Excellent,Win
5009,Eartha,Rose,1,6.83,India,46.21,Poor,Lose
5010,Jonis,Spade,5,5.66,Indonesia,75.79,Excellent,Win
5011,Abbey,Crown,3,6.11,India,70.01,Good,Lose
5012,Wallis,Rose,3,6.49,Indonesia,9.69,Poor,Lose
5013,Arnie,Rose,2,7.1,Indonesia,5.27,Poor,Lose
5014,Ronnie,Crown,1,4.41,Indonesia,11.79,Good,Lose
5015,Si,Spade,5,6.43,Vietnam,81.39,Good,Win
5016,Ira,Crown,3,5.43,Vietnam,66.77,Good,Win
5017,Alistair,Crown,4,4.61,Thailand,45.7,Excellent,Win
5018,Ondrea,Plakat,1,7.04,Indonesia,17.15,Poor,Win
5019,Auguste,Halfmoon,4,5.27,Indonesia,70.92,Good,Win
5020,Carlyn,Halfmoon,3,4.6,Thailand,10.33,Untidy,Lose
5021,Aylmar,Halfmoon,3,6.33,Thailand,67.43,Good,Win
5022,Teodoor,Rose,5,5.22,India,4.96,Untidy,Win
5023,Dominica,Spade,2,3.88,Indonesia,28.13,Poor,Lose
5024,Marybelle,Halfmoon,2,5.6,Thailand,50.56,Good,Lose
5025,Catharina,Rose,4,6.31,India,81.01,Good,Win
5026,Theo,Rose,3,6.06,Thailand,61.88,Excellent,Win
5027,Adora,Plakat,1,3.91,India,1.15,Poor,Lose
5028,Daryle,Spade,3,5.95,India,13.08,Untidy,Lose
5029,Dixie,Plakat,4,5.41,Indonesia,35.87,Excellent,Lose
5030,Prince,Plakat,4,4.86,Thailand,97.67,Excellent,Win
5031,Bernardine,Halfmoon,2,6.24,India,5.69,Poor,Lose
5032,Virginia,Spade,4,4.48,Thailand,38.1,Good,Win
5033,Orazio,Rose,5,4.48,India,46.59,Excellent,Lose
5034,Gael,Spade,1,5.23,Thailand,74.99,Excellent,Win
5035,Shauna,Plakat,3,5.72,India,61.9,Good,Win
5036,Estrella,Spade,4,6.7,India,38.61,Untidy,Lose
5037,Clarinda,Crown,1,7.01,India,28.71,Untidy,Lose
5038,Egon,Plakat,1,5.44,Indonesia,99.68,Good,Win
5039,Giff,Halfmoon,1,4.67,India,57.65,Excellent,Lose
5040,Berty,Crown,2,6.69,Vietnam,53.72,Excellent,Win
5041,Alfonse,Plakat,4,6.62,Vietnam,72.71,Good,Win
5042,Josie,Spade,1,3.96,India,22.21,Poor,Lose
5043,Vallie,Crown,1,6.18,Vietnam,16.36,Good,Lose
5044,Barr,Crown,4,4.54,India,13.6,Poor,Lose
5045,Skipper,Rose,4,5.65,India,83.02,Excellent,Lose
5046,Joel,Plakat,3,4.45,India,33.34,Untidy,Lose
5047,Persis,Spade,3,4.93,Thailand,53.23,Excellent,Win
5048,Susanetta,Rose,1,5.41,Vietnam,89.5,Excellent,Win
5049,Shaylynn,Plakat,1,6.91,India,27.68,Untidy,Lose
5050,Kiel,Rose,3,5.97,Vietnam,92.71,Poor,Lose
5051,Huberto,Rose,4,4.63,Indonesia,69.43,Good,Lose
5052,Bryanty,Crown,3,4.92,Indonesia,95.92,Good,Win
5053,Beth,Halfmoon,1,6.73,Indonesia,3.5,Untidy,Lose
5054,Petrina,Halfmoon,4,6.6,Indonesia,0.89,Poor,Lose
5055,Peterus,Halfmoon,4,6.58,Indonesia,63.8,Excellent,Win
5056,Ilise,Rose,4,4.48,India,18.02,Poor,Lose
5057,Cull,Crown,5,6.01,Vietnam,56.47,Poor,Win
5058,Coretta,Crown,3,4.83,Thailand,31.79,Good,Win
5059,Cletus,Spade,4,6.46,Vietnam,63.97,Excellent,Win
5060,Bridgette,Halfmoon,2,3.95,Thailand,45.96,Good,Win
5061,Thatcher,Crown,4,6.04,Vietnam,77.94,Poor,Win
5062,Cyrillus,Spade,5,6.81,India,26.85,Untidy,Lose
5063,Lay,Rose,2,6.7,Vietnam,60.67,Good,Win
5064,Anallese,Crown,2,4.98,Vietnam,70.98,Good,Win
5065,Lesya,Spade,1,5.02,Thailand,98.38,Poor,Lose
5066,Stephenie,Plakat,1,5.07,Vietnam,58.48,Excellent,Win
5067,Gwenette,Crown,5,5.18,India,86.76,Excellent,Win
5068,Gill,Rose,1,6.41,Indonesia,61.08,Good,Lose
5069,Lonee,Spade,2,3.89,Thailand,57.74,Excellent,Win
5070,Corrina,Crown,3,6.94,India,45.8,Poor,Lose
5071,Allyn,Halfmoon,5,4.37,Thailand,26.6,Untidy,Lose
5072,Jandy,Rose,4,5.78,Indonesia,43.59,Poor,Lose
5073,Kenneth,Plakat,1,6.14,Thailand,59.39,Good,Win
5074,Cicily,Plakat,4,6.58,India,3.79,Untidy,Lose
5075,Olvan,Spade,2,6.86,India,27.77,Untidy,Win
5076,Burnard,Halfmoon,2,4.37,Thailand,43.5,Untidy,Win
5077,Murial,Rose,5,3.94,India,54.77,Untidy,Win
5078,Dre,Plakat,1,4.49,India,25.33,Untidy,Lose
5079,Julietta,Plakat,2,6.84,India,15.19,Untidy,Lose
5080,Nicolle,Halfmoon,1,4.32,India,9.28,Poor,Lose
5081,Gina,Spade,2,5.02,Thailand,96.51,Good,Win
5082,Ryan,Crown,4,4.27,Thailand,54.58,Excellent,Win
5083,Josee,Plakat,1,4.89,Thailand,53.11,Excellent,Win
5084,Genovera,Spade,4,4.47,Indonesia,38.22,Excellent,Win
5085,Sharron,Rose,2,6.95,India,9.6,Poor,Lose
5086,Wenonah,Plakat,5,3.83,Indonesia,21.86,Untidy,Lose
5087,Harcourt,Rose,4,6.6,Indonesia,16.14,Excellent,Lose
5088,Barnett,Spade,2,6.93,Indonesia,13.92,Poor,Lose
5089,Dominica,Halfmoon,5,6.01,Thailand,65.43,Excellent,Win
5090,Kyrstin,Plakat,4,4.48,Thailand,30.25,Good,Win
5091,Alvira,Rose,5,4.49,India,19.48,Untidy,Lose
5092,Seamus,Rose,4,4.95,Thailand,57.83,Excellent,Win
5093,Herschel,Spade,2,5.38,Vietnam,60.25,Excellent,Win
5094,Corbet,Rose,5,6.41,India,65.17,Good,Win
5095,Shawn,Halfmoon,4,4.48,Thailand,34.28,Good,Lose
5096,Drusilla,Plakat,3,6.57,India,12.23,Excellent,Lose
5097,Bone,Crown,1,7.08,India,5.71,Poor,Lose
5098,Falkner,Rose,3,4.66,Indonesia,51.04,Excellent,Win
5099,Garry,Plakat,1,4.95,Vietnam,77.63,Excellent,Win
5100,Moore,Plakat,2,6.3,India,48.28,Poor,Lose
5101,Devin,Plakat,3,4.35,Thailand,51.43,Excellent,Win
5102,Stefania,Spade,3,6.68,Thailand,83.4,Excellent,Win
5103,Mitzi,Halfmoon,2,3.72,India,6.73,Poor,Lose
5104,Emylee,Plakat,2,4.14,Indonesia,52.8,Poor,Lose
5105,Jerrold,Halfmoon,1,5.93,Indonesia,8.36,Poor,Lose
5106,Jamil,Crown,5,6.88,Vietnam,53.31,Excellent,Win
5107,Thekla,Spade,1,3.61,Indonesia,42.67,Poor,Lose
5108,Veronika,Plakat,1,4.89,Indonesia,56.5,Good,Win
5109,Kermy,Crown,3,3.89,India,30.74,Poor,Win
5110,Sela,Rose,1,5.93,Vietnam,60.32,Good,Win
5111,Christoph,Halfmoon,1,6.92,Indonesia,15.8,Untidy,Lose
5112,Shandra,Halfmoon,4,4.64,Indonesia,77.91,Poor,Win
5113,Karlie,Plakat,4,4.68,Indonesia,36.05,Untidy,Lose
5114,Nathanael,Crown,1,4.71,Indonesia,49.72,Excellent,Lose
5115,Glenden,Spade,4,5.28,Indonesia,85.34,Excellent,Win
5116,Kermy,Crown,4,3.52,India,0.88,Poor,Lose
5117,Melli,Plakat,4,6.98,India,21.47,Untidy,Lose
5118,Haley,Rose,1,6.65,Thailand,18.1,Untidy,Lose
5119,Winfred,Crown,3,4.51,Vietnam,71.87,Excellent,Win
5120,Sullivan,Halfmoon,1,6.24,Vietnam,66.49,Good,Win
5121,Kaitlyn,Halfmoon,1,4.41,Thailand,4.35,Untidy,Lose
5122,Opal,Plakat,3,4.82,Thailand,45.33,Excellent,Win
