id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
4712,"Ryan, Cummings and Vandervort",4 Minute(s),117133,7 Day(s),674,3.75
4713,"Swaniawski, Durgan and Dare",1436 Minute(s),86313,4 Day(s),2959,3.2
4714,"Bahringer, Schaefer and Ruecker",331 Minute(s),227642,5 Day(s),1304,4.83
4715,"Bergstrom, Considine and Swaniawski",263 Minute(s),139635,4 Day(s),1198,3.65
4716,Schiller-Tremblay,280 Minute(s),80613,5 Day(s),1008,4.39
4717,"Morissette, Kreiger and Waelchi",94 Minute(s),87075,7 Day(s),393,4.94
4718,Schulist Inc,1329 Minute(s),84020,3 Day(s),1987,3.71
4719,Collier and Sons,297 Minute(s),64591,4 Day(s),96,4.83
4720,Jacobi LLC,578 Minute(s),53050,3 Day(s),1879,3.43
4721,"Koss, Franecki and Frami",15 Minute(s),251302,7 Day(s),632,3.61
4722,"Franecki, Padberg and McClure",337 Minute(s),209456,7 Day(s),1146,3.7
4723,"Klein, Kunze and Hartmann",477 Minute(s),198608,5 Day(s),1227,4.04
4724,"Kuvalis, Abshire and Barrows",198 Minute(s),100888,5 Day(s),357,3.52
4725,"Heaney, Sauer and Durgan",1107 Minute(s),87808,4 Day(s),2852,2.21
4726,"Kertzmann, Funk and Schneider",32 Minute(s),130521,6 Day(s),677,3.6
4727,"Lemke, Rempel and Prohaska",203 Minute(s),182788,4 Day(s),1515,4.04
4728,Spinka Inc,1214 Minute(s),49059,5 Day(s),1984,3.98
4729,"Dooley, Doyle and Schamberger",1021 Minute(s),62824,4 Day(s),2289,3.14
4730,Cormier Inc,27 Minute(s),245418,5 Day(s),86,4.63
4731,Kassulke-McLaughlin,98 Minute(s),144944,6 Day(s),768,4.07
4732,Schaefer LLC,48 Minute(s),299839,7 Day(s),241,4.77
4733,Mraz LLC,115 Minute(s),290550,7 Day(s),395,4.82
4734,Kling-Crooks,310 Minute(s),155520,4 Day(s),1206,3.79
4735,"Botsford, Weimann and Ruecker",635 Minute(s),58262,4 Day(s),1727,2.81
4736,"Turner, D'Amore and Pfannerstill",8 Minute(s),87560,4 Day(s),351,3.91
4737,Fadel and Sons,26 Minute(s),123513,7 Day(s),374,3.62
4738,Jacobson Inc,152 Minute(s),202403,5 Day(s),1229,4.07
4739,Rau-Stark,953 Minute(s),104455,2 Day(s),2458,2.1
4740,"Cronin, Casper and Swift",382 Minute(s),112226,6 Day(s),1370,3.56
4741,Beatty-Schoen,977 Minute(s),124689,3 Day(s),1947,3.58
4742,"Konopelski, Rippin and Macejkovic",457 Minute(s),164692,6 Day(s),1282,3.34
4743,Grady Inc,1381 Minute(s),115827,3 Day(s),2840,2.31
4744,Schimmel-White,1269 Minute(s),67052,2 Day(s),2175,2.84
4745,Ratke LLC,235 Minute(s),74808,5 Day(s),903,3.65
4746,Heathcote Inc,913 Minute(s),67256,2 Day(s),1834,3.13
4747,Breitenberg LLC,77 Minute(s),73674,6 Day(s),89,4.81
4748,"Goldner, McKenzie and Rolfson",1389 Minute(s),53152,5 Day(s),1852,4.49
4749,"Wehner, Paucek and Wuckert",807 Minute(s),113338,5 Day(s),2980,2.17
4750,"Breitenberg, Lindgren and Daugherty",113 Minute(s),107231,5 Day(s),88,3.93
4751,King-Greenholt,140 Minute(s),145407,6 Day(s),43,3.38
4752,"Gottlieb, Ziemann and Dickens",1371 Minute(s),67467,6 Day(s),2084,3.46
4753,Rosenbaum and Sons,505 Minute(s),191085,5 Day(s),1113,4.36
4754,Lang-Kertzmann,564 Minute(s),175381,7 Day(s),1158,3.4
4755,Kuvalis Group,596 Minute(s),189845,5 Day(s),1051,3.61
4756,Conroy-Zulauf,147 Minute(s),220045,7 Day(s),437,3.93
4757,Kuhlman-Harber,75 Minute(s),103821,4 Day(s),423,3.95
4758,Botsford Group,1059 Minute(s),115531,3 Day(s),2924,2.35
4759,Schulist-Cremin,400 Minute(s),143243,4 Day(s),1410,3.98
4760,Yundt Inc,1391 Minute(s),72223,4 Day(s),1811,2.77
4761,Wolff-Pouros,925 Minute(s),88903,4 Day(s),2340,2.17
4762,"Considine, Ratke and Kunze",20 Minute(s),290955,7 Day(s),297,4.72
4763,Hirthe and Sons,869 Minute(s),89920,4 Day(s),1910,3.03
4764,"Wisoky, Rodriguez and Stoltenberg",124 Minute(s),228399,5 Day(s),379,4.19
4765,Ullrich-Predovic,46 Minute(s),141783,7 Day(s),1293,4.95
4766,Wilderman-Goodwin,644 Minute(s),126703,2 Day(s),2685,2.23
4767,"Terry, Hermiston and Crooks",96 Minute(s),188989,5 Day(s),751,3.65
4768,Satterfield and Sons,680 Minute(s),114565,5 Day(s),2720,2.42
4769,Goldner-Schultz,231 Minute(s),182489,5 Day(s),1171,4.71
4770,"Howe, Schulist and Volkman",15 Minute(s),248141,7 Day(s),1093,4.23
4771,Kutch Inc,147 Minute(s),153333,4 Day(s),737,3.82
4772,"Ullrich, Trantow and Morissette",57 Minute(s),119783,6 Day(s),218,3.98
4773,Steuber Inc,153 Minute(s),226129,5 Day(s),500,3.63
4774,Berge Group,67 Minute(s),88004,7 Day(s),483,4.75
4775,Nikolaus LLC,45 Minute(s),79405,6 Day(s),169,3.92
4776,Schinner-Kilback,185 Minute(s),103461,6 Day(s),682,4.61
4777,Hegmann Group,286 Minute(s),180056,5 Day(s),1198,3.56
4778,Becker-Pollich,528 Minute(s),183432,4 Day(s),1169,4.69
4779,Hammes-Veum,965 Minute(s),88048,5 Day(s),1567,3.11
4780,"Abernathy, Schulist and Trantow",802 Minute(s),39155,4 Day(s),1714,3.64
4781,"Willms, Strosin and Vandervort",1181 Minute(s),128601,3 Day(s),1617,4.39
4782,"Abshire, Jakubowski and Vandervort",114 Minute(s),214819,6 Day(s),667,3.91
4783,Hoeger-Dickinson,101 Minute(s),213483,7 Day(s),771,4.21
4784,Brekke LLC,448 Minute(s),214545,6 Day(s),1463,4.59
4785,Kshlerin Group,113 Minute(s),91760,7 Day(s),702,4.72
4786,Kilback Group,216 Minute(s),208917,4 Day(s),1165,4.56
4787,Wyman-Smith,780 Minute(s),52906,5 Day(s),1811,3.24
4788,Sawayn-Auer,873 Minute(s),100232,5 Day(s),2565,3.25
4789,Weber LLC,140 Minute(s),247513,7 Day(s),522,4.05
4790,Stamm Inc,1018 Minute(s),96720,3 Day(s),1660,3.11
4791,Aufderhar and Sons,206 Minute(s),165945,6 Day(s),1261,3.73
4792,Howe Inc,41 Minute(s),109561,4 Day(s),219,3.39
4793,"Ryan, Prohaska and Dooley",117 Minute(s),111557,7 Day(s),655,4.6
4794,Walsh LLC,282 Minute(s),226261,7 Day(s),834,4.55
4795,"Veum, Luettgen and Turcotte",414 Minute(s),208511,5 Day(s),1211,4.56
4796,Lemke LLC,938 Minute(s),112918,5 Day(s),2813,3.41
4797,Kris and Sons,611 Minute(s),85694,6 Day(s),2082,3.48
4798,"Denesik, Bayer and Kutch",186 Minute(s),217093,6 Day(s),1078,3.56
4799,Heller-Kertzmann,399 Minute(s),165182,5 Day(s),1476,4.23
4800,Kling Group,74 Minute(s),238945,7 Day(s),692,3.8
4801,Ebert LLC,155 Minute(s),189779,4 Day(s),989,3.53
4802,"Trantow, Shields and Mraz",1349 Minute(s),43687,4 Day(s),2021,3.27
4803,Bosco-Mosciski,281 Minute(s),164113,5 Day(s),1263,3.73
4804,"Reinger, Schinner and Johns",171 Minute(s),173560,6 Day(s),532,4.22
4805,"Dare, Ryan and Dibbert",29 Minute(s),227840,4 Day(s),7,3.57
4806,"Borer, Hills and Franecki",1294 Minute(s),64736,4 Day(s),1689,2.95
4807,"Witting, Beahan and Kunde",862 Minute(s),120033,6 Day(s),1869,3.94
4808,Reynolds Inc,384 Minute(s),164547,3 Day(s),1440,4.59
4809,"Schultz, McKenzie and Schumm",1258 Minute(s),127347,3 Day(s),1943,3.89
4810,Denesik LLC,724 Minute(s),102739,5 Day(s),2930,3.29
4811,"McLaughlin, Borer and Powlowski",97 Minute(s),177241,6 Day(s),431,3.52
4812,Cronin LLC,1146 Minute(s),43643,4 Day(s),1737,3.01
4813,Kulas-Bode,42 Minute(s),184512,5 Day(s),179,3.39
4814,Hegmann-Bailey,1293 Minute(s),39267,3 Day(s),1905,4.12
4815,"Heller, Herzog and Wintheiser",385 Minute(s),223218,4 Day(s),1120,4.07
4816,Schmitt-Lowe,1251 Minute(s),92974,5 Day(s),1533,4.28
4817,Von-Medhurst,745 Minute(s),117219,5 Day(s),2328,2.96
4818,"O'Connell, Gleason and Haag",9 Minute(s),163344,5 Day(s),10,4.51
4819,"Haag, Aufderhar and Klocko",1227 Minute(s),82449,6 Day(s),2126,4.22
4820,Hudson LLC,499 Minute(s),170904,6 Day(s),1041,3.24
4821,"Muller, Stark and Feil",265 Minute(s),165690,4 Day(s),1065,4.37
4822,"Mayer, Mante and Blanda",1335 Minute(s),54305,5 Day(s),2507,4.02
4823,"Ferry, Murphy and Stoltenberg",126 Minute(s),214219,6 Day(s),1132,3.94
4824,Rutherford LLC,58 Minute(s),130308,4 Day(s),140,3.84
4825,"Huel, Fritsch and Thompson",1390 Minute(s),109909,3 Day(s),1797,4.32
4826,"Ferry, Miller and Mitchell",212 Minute(s),88747,6 Day(s),551,4.21
4827,Gerhold and Sons,163 Minute(s),97642,7 Day(s),444,4.89
4828,"Goldner, Trantow and Oberbrunner",222 Minute(s),219529,4 Day(s),1302,3.41
4829,Jerde-Koss,19 Minute(s),88098,7 Day(s),268,4.42
4830,Beer-Mueller,96 Minute(s),202510,6 Day(s),636,3.77
4831,"Mayert, Raynor and Bayer",1089 Minute(s),126897,4 Day(s),2402,3.21
4832,"Hudson, Bednar and Parisian",972 Minute(s),35746,4 Day(s),1903,3.35
4833,"Brown, Macejkovic and Runolfsdottir",135 Minute(s),112303,7 Day(s),53,3.41
4834,Roob-O'Hara,169 Minute(s),112763,7 Day(s),27,4.03
4835,Hagenes-Jast,779 Minute(s),125091,4 Day(s),2754,3.23
4836,"Raynor, Roberts and Crist",1088 Minute(s),96688,3 Day(s),2918,3.38
4837,Walker Inc,554 Minute(s),158021,6 Day(s),1176,3.23
4838,Stiedemann-Barrows,1365 Minute(s),58022,4 Day(s),1842,3.89
4839,"Satterfield, Bartoletti and Nolan",5 Minute(s),128741,5 Day(s),44,3.94
4840,Reilly-Connelly,206 Minute(s),108898,6 Day(s),1258,3.48
4841,"Wilderman, Lang and Upton",46 Minute(s),275162,5 Day(s),432,4.39
4842,"Hyatt, Cole and Toy",346 Minute(s),194722,6 Day(s),1292,3.61
4843,Trantow-Hilll,399 Minute(s),159027,4 Day(s),1325,4.01
4844,"Olson, West and Greenfelder",1437 Minute(s),95045,4 Day(s),2608,2.36
4845,Tremblay-Zieme,227 Minute(s),215941,5 Day(s),1025,4.52
4846,Bogisich Group,118 Minute(s),284817,7 Day(s),57,3.63
4847,"Metz, Lehner and Davis",48 Minute(s),213424,4 Day(s),540,3.34
4848,Zemlak LLC,898 Minute(s),77515,5 Day(s),1916,3.37
4849,Lowe-Hettinger,1335 Minute(s),82444,4 Day(s),2672,3.36
4850,"Hoppe, Lowe and Terry",322 Minute(s),88345,5 Day(s),759,4.69
4851,Flatley-Abbott,248 Minute(s),198427,6 Day(s),1127,4.2
4852,"Terry, Hettinger and Nolan",18 Minute(s),150776,6 Day(s),232,3.93
4853,Quigley LLC,511 Minute(s),190865,5 Day(s),1296,4.1
4854,"Metz, Koss and Kunze",377 Minute(s),199631,4 Day(s),1134,3.82
4855,Emmerich-Cormier,828 Minute(s),65150,4 Day(s),2136,3.88
4856,"Carter, Kautzer and Jerde",268 Minute(s),142756,6 Day(s),1001,3.83
4857,Oberbrunner Inc,1188 Minute(s),51953,3 Day(s),1839,4.17
4858,Barrows-Schowalter,978 Minute(s),95605,5 Day(s),2642,2.69
4859,Howe Group,963 Minute(s),67065,5 Day(s),1967,4.21
4860,"Wintheiser, Quitzon and Gutmann",421 Minute(s),144691,4 Day(s),936,3.44
4861,Goodwin-Predovic,202 Minute(s),182823,5 Day(s),1257,4.07
4862,Dickinson LLC,316 Minute(s),218027,5 Day(s),1063,3.3
4863,Jaskolski-Beier,653 Minute(s),85161,6 Day(s),2033,3.92
4864,"Stamm, Halvorson and Maggio",319 Minute(s),179133,4 Day(s),1404,4.61
4865,Spencer Group,704 Minute(s),51549,4 Day(s),2548,3.98
4866,"Torp, Weber and Cassin",79 Minute(s),299854,7 Day(s),623,4.8
4867,Treutel Inc,1418 Minute(s),42995,5 Day(s),2072,3.25
4868,Hilpert-Will,194 Minute(s),204223,5 Day(s),1181,4.38
4869,"Doyle, Boyle and Langosh",879 Minute(s),88039,4 Day(s),1519,3.43
4870,"Runolfsson, Lynch and Cronin",412 Minute(s),168717,4 Day(s),1110,3.62
4871,Turcotte-Adams,199 Minute(s),77315,5 Day(s),273,3.68
4872,Jerde Inc,489 Minute(s),83026,4 Day(s),900,3.8
4873,Waelchi LLC,1108 Minute(s),47246,2 Day(s),1863,3.62
4874,McClure-Hilpert,126 Minute(s),133221,3 Day(s),1153,3.9
4875,Larson-Boehm,309 Minute(s),248805,5 Day(s),977,4.05
4876,Hettinger-Graham,28 Minute(s),177825,5 Day(s),532,4.18
4877,Orn-Reynolds,570 Minute(s),49614,3 Day(s),2541,3.99
4878,"Mante, Stracke and Hilpert",992 Minute(s),92553,3 Day(s),2336,2.84
4879,Waters-Wisoky,1075 Minute(s),66793,3 Day(s),1786,2.97
4880,"Effertz, Kozey and Runte",711 Minute(s),115040,3 Day(s),2659,2.74
4881,"Ryan, Conroy and Upton",1397 Minute(s),94649,2 Day(s),2289,2.56
4882,Rau-Beahan,67 Minute(s),189998,4 Day(s),231,4.42
4883,Stracke LLC,242 Minute(s),155500,4 Day(s),531,4.55
4884,Stiedemann-Haley,315 Minute(s),141272,4 Day(s),1444,4.51
4885,Gutkowski and Sons,132 Minute(s),144789,5 Day(s),1038,3.51
4886,"Huels, Larkin and Cummings",597 Minute(s),217462,5 Day(s),1050,3.72
4887,"Carroll, O'Keefe and Kilback",632 Minute(s),88968,3 Day(s),1511,2.76
4888,Swift-Block,29 Minute(s),269959,6 Day(s),26,3.78
4889,Block-Wolff,610 Minute(s),68021,4 Day(s),1959,2.91
4890,Hermiston-Gutkowski,298 Minute(s),109962,4 Day(s),1336,3.24
4891,"Heaney, Barton and Windler",36 Minute(s),121243,5 Day(s),419,3.92
4892,Mayer-Corwin,28 Minute(s),139585,5 Day(s),711,4.59
4893,"Lakin, Tremblay and Reichert",948 Minute(s),31465,3 Day(s),1921,3.65
4894,Gulgowski-Wyman,421 Minute(s),159883,5 Day(s),1199,4.49
4895,O'Hara-Padberg,24 Minute(s),133722,5 Day(s),241,4.66
4896,Treutel-Rogahn,609 Minute(s),75112,4 Day(s),2350,3.31
4897,"Roberts, Considine and Zulauf",206 Minute(s),103995,7 Day(s),269,4.09
4898,Hintz and Sons,876 Minute(s),90470,2 Day(s),2802,3.17
4899,Wiza LLC,483 Minute(s),79441,6 Day(s),131,4.2
4900,Marquardt Inc,23 Minute(s),166440,4 Day(s),564,4.03
4901,Langworth and Sons,404 Minute(s),223068,6 Day(s),1407,4.52
4902,"Zboncak, Oberbrunner and Moen",11 Minute(s),161411,4 Day(s),1190,4.48
4903,Goyette-Hansen,330 Minute(s),166659,5 Day(s),1259,3.88
4904,"Nienow, Gislason and Skiles",844 Minute(s),90639,3 Day(s),1708,4.32
4905,Kovacek and Sons,563 Minute(s),143835,3 Day(s),1381,4.3
4906,Braun Group,120 Minute(s),90547,5 Day(s),507,4.82
4907,"Herman, Gutkowski and DuBuque",541 Minute(s),69889,2 Day(s),2304,3.59
4908,Douglas-Durgan,1258 Minute(s),74338,3 Day(s),1707,3.18
4909,Beier-MacGyver,500 Minute(s),63467,5 Day(s),243,4.1
4910,"Orn, Witting and Heaney",98 Minute(s),172054,7 Day(s),53,4.27
4911,Rau LLC,285 Minute(s),107552,6 Day(s),1259,3.86
4912,"Rowe, Champlin and Gaylord",897 Minute(s),32583,3 Day(s),2195,3.38
4913,Balistreri Group,497 Minute(s),137532,5 Day(s),1596,4.67
4914,Gibson-Carter,621 Minute(s),54325,5 Day(s),1951,4.1
4915,"Koepp, Donnelly and McCullough",535 Minute(s),219639,5 Day(s),1092,4.53
4916,Zboncak-Herman,1041 Minute(s),69627,3 Day(s),2420,3.6
4917,"Kirlin, Harvey and Rath",1194 Minute(s),46051,5 Day(s),2066,3.39
4918,"Borer, Baumbach and Pollich",86 Minute(s),169638,7 Day(s),65,4.21
4919,Kling Inc,39 Minute(s),105266,7 Day(s),390,3.7
4920,"D'Amore, Schumm and Considine",479 Minute(s),223693,6 Day(s),1207,4.45
4921,"Volkman, Kilback and Ullrich",149 Minute(s),60130,6 Day(s),1282,4.49
4922,Homenick LLC,1188 Minute(s),57192,5 Day(s),1875,3.17
4923,Dickens-Sanford,211 Minute(s),163908,6 Day(s),998,3.48
4924,Tillman-Lind,301 Minute(s),154781,3 Day(s),969,4.65
4925,Kovacek Inc,3 Minute(s),70347,6 Day(s),640,4.17
4926,Boehm Group,1359 Minute(s),67254,2 Day(s),2003,3.93
4927,Schroeder Group,1115 Minute(s),114745,5 Day(s),2456,2.98
4928,Shields Group,1314 Minute(s),97455,5 Day(s),2507,2.4
4929,Klocko and Sons,617 Minute(s),45592,3 Day(s),1823,2.9
4930,Bergnaum Group,1311 Minute(s),88893,3 Day(s),1521,3.23
4931,"Labadie, McGlynn and Schaefer",990 Minute(s),62992,4 Day(s),1993,2.87
4932,Bartoletti-Powlowski,882 Minute(s),36108,4 Day(s),1930,2.78
4933,Cummerata-Rohan,74 Minute(s),105420,6 Day(s),71,4.17
4934,Wehner-Moore,180 Minute(s),180522,5 Day(s),941,3.72
4935,Bailey and Sons,731 Minute(s),38880,5 Day(s),2188,3.51
4936,Haag-Deckow,75 Minute(s),128950,6 Day(s),367,4.34
4937,Collins Group,619 Minute(s),99782,4 Day(s),1860,2.72
4938,"Runolfsdottir, Olson and Wolff",234 Minute(s),136510,7 Day(s),93,4.63
4939,Bechtelar-Rath,79 Minute(s),111778,6 Day(s),641,4.16
4940,Daniel-Hermann,71 Minute(s),126326,5 Day(s),206,3.44
4941,"Sauer, Lebsack and Crooks",159 Minute(s),197252,5 Day(s),79,4.64
4942,"Green, Bogan and Lakin",71 Minute(s),120933,5 Day(s),478,3.96
4943,Spencer LLC,1210 Minute(s),95075,6 Day(s),1627,3.99
4944,Kuvalis-Parker,1014 Minute(s),48148,5 Day(s),1756,3.26
4945,Schuster-Kuvalis,46 Minute(s),189299,5 Day(s),727,4.7
4946,Fritsch-Gleason,833 Minute(s),87677,4 Day(s),2191,4.14
4947,"Mohr, Durgan and Gibson",376 Minute(s),216267,4 Day(s),1352,4.28
4948,Nolan and Sons,456 Minute(s),109502,5 Day(s),1131,4.79
4949,"Bashirian, Rempel and Abshire",143 Minute(s),93427,5 Day(s),252,4.58
4950,Mayer-Gaylord,98 Minute(s),106529,5 Day(s),251,4.86
4951,"Yundt, Hane and Fadel",1264 Minute(s),67022,4 Day(s),2047,2.8
4952,Nienow Group,577 Minute(s),206408,3 Day(s),1247,3.8
4953,"Wilkinson, Doyle and Towne",241 Minute(s),146935,4 Day(s),971,4.68
4954,"Tillman, Muller and Blanda",395 Minute(s),76464,4 Day(s),675,4.3
4955,Friesen LLC,873 Minute(s),39319,4 Day(s),1587,3.31
4956,Ruecker LLC,85 Minute(s),279296,7 Day(s),440,3.68
4957,Barton-Yost,1001 Minute(s),120640,4 Day(s),2777,2.98
4958,Parker-Predovic,760 Minute(s),108287,5 Day(s),2388,2.13
4959,Kling-Raynor,196 Minute(s),123392,6 Day(s),1250,4.64
4960,Nader and Sons,204 Minute(s),87342,5 Day(s),189,4.31
4961,Blick-Paucek,129 Minute(s),139859,6 Day(s),517,3.49
4962,Gleichner-Gibson,104 Minute(s),234275,6 Day(s),298,3.81
4963,Heidenreich-Nolan,753 Minute(s),94326,3 Day(s),1900,3.1
4964,"Haley, Herzog and Schowalter",1176 Minute(s),33424,4 Day(s),1741,3.06
4965,"McDermott, Skiles and Hamill",1191 Minute(s),65302,4 Day(s),1550,3.31
4966,Kemmer and Sons,229 Minute(s),210207,6 Day(s),1242,3.3
4967,"Kiehn, Cremin and Schinner",430 Minute(s),181267,5 Day(s),1367,3.61
4968,Rohan Group,869 Minute(s),129029,2 Day(s),2817,2.77
4969,Paucek-Mante,973 Minute(s),124271,5 Day(s),2174,3.82
4970,Sawayn-Hand,69 Minute(s),134479,4 Day(s),5,4.7
4971,Cole and Sons,969 Minute(s),45742,2 Day(s),1701,4.11
4972,Treutel and Sons,873 Minute(s),104906,5 Day(s),2608,3.12
4973,Armstrong-Legros,214 Minute(s),119237,7 Day(s),714,4.14
4974,"Oberbrunner, Weber and Luettgen",1177 Minute(s),55740,3 Day(s),1953,3.25
4975,Schuppe Inc,482 Minute(s),186427,6 Day(s),1197,4.33
4976,"Smitham, Marks and Walsh",385 Minute(s),133452,3 Day(s),1003,4.56
4977,"Gleason, Lueilwitz and Dach",459 Minute(s),175030,7 Day(s),1087,4.5
4978,Nienow-Beatty,1384 Minute(s),117681,5 Day(s),2739,2.52
4979,"Shanahan, Dooley and Harber",1212 Minute(s),117932,3 Day(s),2125,3.42
4980,Yundt-Weissnat,438 Minute(s),203154,4 Day(s),1343,3.91
4981,Hand Inc,405 Minute(s),206466,6 Day(s),1143,3.68
4982,"Lockman, Altenwerth and Wehner",198 Minute(s),77854,6 Day(s),476,4.55
4983,Hamill LLC,542 Minute(s),195728,5 Day(s),1262,3.53
4984,"Borer, Hoppe and Brakus",966 Minute(s),64684,4 Day(s),1805,3.21
4985,Shanahan and Sons,796 Minute(s),127306,4 Day(s),2885,2.64
4986,Harris-Hahn,1047 Minute(s),47288,5 Day(s),2050,2.95
4987,Weissnat-Nicolas,844 Minute(s),83495,4 Day(s),1658,3.43
4988,"Goyette, Crooks and Schroeder",1322 Minute(s),89559,4 Day(s),1951,3.17
4989,Pouros Group,1319 Minute(s),88031,4 Day(s),1707,4.49
4990,Bradtke-Schmidt,1254 Minute(s),111960,3 Day(s),2766,3.16
4991,"Green, Gerlach and Bosco",414 Minute(s),248033,7 Day(s),1316,4.2
4992,"Ebert, Predovic and MacGyver",157 Minute(s),118650,6 Day(s),719,4.44
4993,Kuphal and Sons,49 Minute(s),110397,7 Day(s),363,4.48
4994,"Beatty, Wunsch and Wehner",148 Minute(s),113183,6 Day(s),322,3.52
4995,"Thompson, Moen and Gutmann",90 Minute(s),229347,7 Day(s),582,4.49
4996,Torphy-Daugherty,395 Minute(s),55580,5 Day(s),1083,4.32
4997,"Ebert, Flatley and Hand",327 Minute(s),65017,6 Day(s),102,4.22
4998,Dickinson-Kub,195 Minute(s),132376,3 Day(s),1350,4.15
4999,Grant and Sons,192 Minute(s),88623,5 Day(s),593,4.24
5000,Krajcik-Prosacco,720 Minute(s),88095,3 Day(s),2843,2.4
5001,Corkery-Parisian,561 Minute(s),193896,7 Day(s),1301,4.22
5002,Schowalter-Kovacek,376 Minute(s),216315,6 Day(s),1170,3.93
5003,Heller-Kihn,400 Minute(s),81077,5 Day(s),172,4.07
5004,"Durgan, Harris and Kuphal",34 Minute(s),105785,6 Day(s),763,3.53
5005,Pfeffer-Russel,184 Minute(s),144331,4 Day(s),1284,4.28
5006,Romaguera and Sons,267 Minute(s),190913,6 Day(s),507,3.84
5007,Hintz-Williamson,385 Minute(s),185824,4 Day(s),1355,3.91
5008,Larkin Group,1148 Minute(s),105955,6 Day(s),1608,3.38
5009,Shanahan Group,306 Minute(s),210943,5 Day(s),630,4.94
5010,"Trantow, Wehner and Ferry",550 Minute(s),40213,4 Day(s),1546,2.99
5011,Herzog-West,337 Minute(s),103854,5 Day(s),1379,4.71
5012,Huel Inc,288 Minute(s),228941,6 Day(s),1288,3.25
5013,"Mann, Predovic and Romaguera",389 Minute(s),143133,4 Day(s),1500,4.19
5014,Larkin-Jacobson,917 Minute(s),53806,6 Day(s),1839,3.75
5015,Streich Inc,380 Minute(s),141536,5 Day(s),143,3.64
5016,"Rodriguez, Gibson and Berge",1283 Minute(s),64548,3 Day(s),2020,2.83
5017,Windler and Sons,29 Minute(s),80896,4 Day(s),893,3.3
5018,"Schumm, VonRueden and Champlin",383 Minute(s),170060,6 Day(s),1214,3.77
5019,Carroll and Sons,287 Minute(s),247996,4 Day(s),845,4.46
5020,"Sporer, Wuckert and Dickens",519 Minute(s),166339,3 Day(s),1123,4.1
5021,Osinski-Hamill,881 Minute(s),41929,3 Day(s),1557,4.01
5022,"Herman, Willms and Strosin",786 Minute(s),56558,5 Day(s),1598,3.49
5023,Conroy Inc,382 Minute(s),144258,7 Day(s),602,4.28
5024,Shields and Sons,1358 Minute(s),90835,6 Day(s),1679,3.7
5025,"McLaughlin, Goyette and Langosh",3 Minute(s),190563,6 Day(s),585,4.8
5026,Roberts LLC,1075 Minute(s),62336,4 Day(s),1922,3.72
5027,"Hettinger, Lesch and Pouros",1129 Minute(s),82506,4 Day(s),2598,2.72
5028,West-Walker,147 Minute(s),149198,6 Day(s),1584,3.7
5029,Hintz-Ratke,201 Minute(s),152727,7 Day(s),1355,3.9
5030,McDermott-Jenkins,387 Minute(s),190434,5 Day(s),1590,3.51
5031,"Ernser, Blick and Jacobi",320 Minute(s),175673,7 Day(s),1312,4.0
5032,Hodkiewicz-Christiansen,1131 Minute(s),72623,4 Day(s),1660,4.38
5033,Armstrong LLC,60 Minute(s),123421,6 Day(s),272,4.08
5034,Schinner LLC,136 Minute(s),147310,5 Day(s),299,4.4
5035,Gleason Inc,1049 Minute(s),59823,3 Day(s),2198,3.96
5036,Rowe Inc,36 Minute(s),171392,5 Day(s),738,4.87
5037,"Zulauf, Langworth and Harris",127 Minute(s),136216,6 Day(s),519,4.73
5038,Rath Inc,959 Minute(s),79473,4 Day(s),2057,2.7
5039,"Friesen, Jacobs and Kerluke",693 Minute(s),93653,6 Day(s),1733,4.25
5040,"Ruecker, Cassin and Beer",166 Minute(s),147091,4 Day(s),678,4.0
5041,"Kunze, Hahn and Pagac",135 Minute(s),214474,4 Day(s),30,4.93
5042,Jenkins Group,150 Minute(s),180996,5 Day(s),789,4.57
5043,Dickinson-Kuhic,829 Minute(s),43157,3 Day(s),2043,2.72
5044,"Trantow, Keeling and Hand",1226 Minute(s),115556,6 Day(s),1524,3.83
5045,Hagenes-Brekke,854 Minute(s),63092,4 Day(s),1964,3.77
5046,"Hegmann, Hirthe and Nader",660 Minute(s),83510,5 Day(s),1611,2.76
5047,"Herzog, Corwin and Hartmann",353 Minute(s),117394,5 Day(s),1099,3.56
5048,Swaniawski-Turner,489 Minute(s),134091,6 Day(s),1188,3.6
5049,Flatley-Cruickshank,92 Minute(s),236008,6 Day(s),395,4.8
5050,"Rice, White and Schumm",698 Minute(s),69508,5 Day(s),1687,3.25
5051,Hoeger-Hills,1041 Minute(s),79561,4 Day(s),2441,2.69
5052,Cassin and Sons,770 Minute(s),51119,3 Day(s),2029,3.6
5053,"Lesch, Rempel and Marquardt",312 Minute(s),192661,3 Day(s),1128,4.51
5054,Reichel-Lindgren,554 Minute(s),190311,5 Day(s),1586,4.45
5055,"Rau, Smith and Turner",964 Minute(s),86354,3 Day(s),1650,3.16
5056,"Bashirian, Gusikowski and Kozey",182 Minute(s),153836,3 Day(s),1015,3.7
5057,Donnelly LLC,152 Minute(s),178906,5 Day(s),1288,3.51
5058,"Goodwin, Dickens and Roberts",688 Minute(s),120027,3 Day(s),2154,4.19
5059,Effertz-Bailey,1415 Minute(s),97195,3 Day(s),1663,3.23
5060,"Kiehn, Purdy and Pfannerstill",1053 Minute(s),86091,3 Day(s),2653,2.65
5061,Monahan LLC,141 Minute(s),157861,6 Day(s),1377,3.92
