id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
2559,Anderson-Schaefer,1378 Minute(s),39277,3 Day(s),1753,2.95
2560,Ebert-Haley,58 Minute(s),229844,5 Day(s),192,3.57
2561,Wuckert Group,955 Minute(s),34236,4 Day(s),2074,3.25
2562,"Muller, Kilback and Kuhn",13 Minute(s),261244,3 Day(s),2234,2.17
2563,Hane LLC,77 Minute(s),77280,5 Day(s),1189,4.18
2564,Dicki Inc,1365 Minute(s),66460,3 Day(s),1966,3.2
2565,Stamm Inc,83 Minute(s),244876,6 Day(s),183,4.4
2566,"Rippin, Lehner and Harvey",968 Minute(s),58432,4 Day(s),1722,3.15
2567,"Pouros, Mueller and O'Kon",224 Minute(s),202433,5 Day(s),324,3.63
2568,Cole Group,52 Minute(s),205800,5 Day(s),586,4.51
2569,Sauer Inc,1012 Minute(s),107905,4 Day(s),2314,2.59
2570,Lubowitz LLC,172 Minute(s),117202,5 Day(s),284,3.94
2571,Marquardt-Considine,275 Minute(s),160088,6 Day(s),372,4.69
2572,"Heathcote, Stracke and Hamill",1011 Minute(s),115117,4 Day(s),2743,3.06
2573,"Davis, Shields and Pollich",43 Minute(s),286446,5 Day(s),524,3.56
2574,Christiansen Group,315 Minute(s),121882,5 Day(s),783,4.73
2575,Larkin-Oberbrunner,1341 Minute(s),65713,4 Day(s),1844,3.81
2576,Marvin-Quitzon,403 Minute(s),205743,6 Day(s),1347,3.65
2577,Bergnaum-Roob,1053 Minute(s),119543,5 Day(s),1999,3.41
2578,"Feest, Walter and Dietrich",57 Minute(s),183521,7 Day(s),328,4.04
2579,"Hegmann, Pfannerstill and Murray",435 Minute(s),195716,5 Day(s),1370,3.85
2580,Kuhlman Inc,34 Minute(s),154277,5 Day(s),1219,4.73
2581,Haag-Cole,760 Minute(s),101005,5 Day(s),2898,2.9
2582,Thiel Group,74 Minute(s),132799,5 Day(s),448,3.44
2583,"Spencer, Zulauf and Blanda",432 Minute(s),229354,6 Day(s),487,4.43
2584,"Leffler, Kuhic and Murphy",196 Minute(s),183411,5 Day(s),1113,3.96
2585,Bechtelar-Hyatt,693 Minute(s),68957,4 Day(s),2544,2.82
2586,"Dickinson, McClure and Cronin",151 Minute(s),254692,7 Day(s),330,3.57
2587,"Watsica, Watsica and Heidenreich",503 Minute(s),206368,5 Day(s),1083,4.29
2588,Gottlieb-Ortiz,291 Minute(s),184477,7 Day(s),1267,3.42
2589,Dibbert Group,175 Minute(s),299521,5 Day(s),129,3.78
2590,Denesik-Koepp,61 Minute(s),246886,5 Day(s),629,3.27
2591,Botsford-Mitchell,394 Minute(s),140874,4 Day(s),1089,3.96
2592,Jerde Inc,505 Minute(s),182739,3 Day(s),927,3.71
2593,"Bogan, Schaden and Parker",890 Minute(s),63522,5 Day(s),1649,2.85
2594,Runolfsson-Fisher,176 Minute(s),163288,6 Day(s),621,3.9
2595,"Beahan, Keebler and Leannon",127 Minute(s),205577,7 Day(s),164,3.5
2596,Runte LLC,715 Minute(s),62670,2 Day(s),2060,3.4
2597,Towne Inc,556 Minute(s),193028,7 Day(s),1101,4.23
2598,Bailey-Fadel,141 Minute(s),253588,5 Day(s),436,4.04
2599,Lind-Ondricka,132 Minute(s),271875,7 Day(s),56,3.75
2600,Aufderhar-Streich,1368 Minute(s),76225,5 Day(s),1537,3.6
2601,"Mills, Hilpert and Bernier",189 Minute(s),228085,7 Day(s),71,4.07
2602,Kihn-Pagac,1019 Minute(s),91435,6 Day(s),1789,3.61
2603,"Hackett, Cruickshank and Rowe",124 Minute(s),245177,4 Day(s),564,2.94
2604,Gerlach LLC,321 Minute(s),202608,6 Day(s),1195,4.88
2605,"Mueller, Turcotte and Lebsack",1414 Minute(s),41978,3 Day(s),1518,3.27
2606,Homenick-Reichert,423 Minute(s),206509,5 Day(s),1275,3.96
2607,"Carter, Carter and Lindgren",1075 Minute(s),83248,4 Day(s),1762,3.09
2608,"Hauck, Rath and Johnston",114 Minute(s),240689,7 Day(s),598,4.23
2609,Herman Group,57 Minute(s),170653,6 Day(s),40,3.23
2610,Feest Group,1063 Minute(s),44082,5 Day(s),2544,3.69
2611,"Kovacek, Rath and Herzog",312 Minute(s),153460,7 Day(s),1145,3.73
2612,Klein-Howell,566 Minute(s),185712,6 Day(s),1389,3.45
2613,Schaefer Inc,463 Minute(s),177772,4 Day(s),1393,4.85
2614,Mertz-Vandervort,197 Minute(s),109364,6 Day(s),1078,4.94
2615,"Fisher, Wehner and Dach",346 Minute(s),181364,6 Day(s),1245,4.36
2616,Thiel Inc,380 Minute(s),202553,4 Day(s),1046,3.41
2617,Abernathy-Wintheiser,1326 Minute(s),77013,2 Day(s),2697,2.12
2618,Gleason Inc,898 Minute(s),105328,3 Day(s),2935,3.06
2619,Huels-Dicki,1339 Minute(s),91345,3 Day(s),1926,3.64
2620,Armstrong-Sipes,114 Minute(s),157602,6 Day(s),695,3.89
2621,Gerhold-Feeney,122 Minute(s),236131,5 Day(s),659,3.98
2622,"Strosin, Stokes and Hyatt",146 Minute(s),258515,6 Day(s),31,4.83
2623,"Parker, Hermann and Kessler",328 Minute(s),218644,6 Day(s),1063,3.5
2624,"Corkery, Huel and Hagenes",733 Minute(s),113868,4 Day(s),1886,4.09
2625,Jakubowski Group,1155 Minute(s),84703,4 Day(s),1782,2.86
2626,Gerlach-Quigley,1320 Minute(s),72219,3 Day(s),1959,3.19
2627,"Bergnaum, Brekke and Streich",792 Minute(s),46433,5 Day(s),1756,3.09
2628,"Langworth, Hayes and Gerhold",317 Minute(s),196750,6 Day(s),1323,3.54
2629,Jerde-Roberts,102 Minute(s),254638,7 Day(s),676,4.2
2630,Grimes-Medhurst,31 Minute(s),285942,3 Day(s),2355,2.83
2631,Collins Inc,635 Minute(s),92774,3 Day(s),1812,3.36
2632,"Schuppe, Schumm and Weber",114 Minute(s),290681,3 Day(s),430,2.3
2633,Dibbert LLC,45 Minute(s),92970,6 Day(s),601,3.74
2634,"Feeney, Hessel and Powlowski",37 Minute(s),141645,4 Day(s),655,3.31
2635,Quitzon Inc,1406 Minute(s),98570,3 Day(s),2521,2.14
2636,"Pacocha, Stoltenberg and Bradtke",606 Minute(s),32761,5 Day(s),2371,2.82
2637,"Reynolds, Carroll and Jast",819 Minute(s),34128,2 Day(s),2545,2.98
2638,Romaguera Group,1225 Minute(s),85196,3 Day(s),2624,3.18
2639,Block-Collier,157 Minute(s),101194,7 Day(s),522,4.91
2640,"Hauck, Dooley and Kreiger",1193 Minute(s),128029,3 Day(s),2961,3.38
2641,"Considine, Schmidt and Abbott",44 Minute(s),95941,6 Day(s),12,3.98
2642,Reinger-Ferry,531 Minute(s),196455,7 Day(s),1306,3.97
2643,Greenfelder-Medhurst,1242 Minute(s),82575,5 Day(s),1894,4.35
2644,Leuschke-Gutkowski,699 Minute(s),68003,5 Day(s),1611,3.86
2645,Reichel-Sauer,44 Minute(s),228752,3 Day(s),52,2.24
2646,"Frami, Thompson and Gusikowski",395 Minute(s),161098,5 Day(s),1270,3.16
2647,Jones-Denesik,176 Minute(s),119529,6 Day(s),338,3.93
2648,"Feest, Pfannerstill and Kunze",924 Minute(s),89370,4 Day(s),1531,4.12
2649,Adams Group,141 Minute(s),216574,6 Day(s),96,4.94
2650,Metz-Haag,1 Minute(s),209230,4 Day(s),88,3.27
2651,Johns-Lesch,406 Minute(s),216437,6 Day(s),1263,4.09
2652,Price Group,664 Minute(s),42348,3 Day(s),2096,2.88
2653,Stroman-Howe,433 Minute(s),172181,6 Day(s),1255,3.9
2654,Labadie LLC,361 Minute(s),181088,5 Day(s),1132,3.58
2655,Conn-Kertzmann,26 Minute(s),101810,5 Day(s),195,4.45
2656,Harvey-Considine,165 Minute(s),122851,5 Day(s),497,3.79
2657,Blick LLC,533 Minute(s),159015,5 Day(s),1364,3.7
2658,Mayer-Lesch,221 Minute(s),189208,6 Day(s),1356,4.02
2659,Veum-Zemlak,178 Minute(s),88761,6 Day(s),438,5.0
2660,"Homenick, Friesen and Fritsch",736 Minute(s),95208,6 Day(s),1646,4.43
2661,Wisozk-Abbott,198 Minute(s),155982,5 Day(s),1366,4.97
2662,"Lang, Carroll and Kohler",1199 Minute(s),86529,4 Day(s),1689,4.42
2663,Bauch Group,123 Minute(s),92829,5 Day(s),23,4.81
2664,Cremin Inc,1376 Minute(s),83943,2 Day(s),2571,2.82
2665,Murphy and Sons,1098 Minute(s),127463,3 Day(s),2548,3.09
2666,"Bradtke, DuBuque and Kovacek",91 Minute(s),168159,7 Day(s),383,3.56
2667,Hintz LLC,1084 Minute(s),64981,3 Day(s),1683,3.68
2668,Flatley-Koss,899 Minute(s),109222,5 Day(s),2582,2.64
2669,Graham and Sons,1383 Minute(s),72881,4 Day(s),2460,2.5
2670,Anderson LLC,479 Minute(s),145661,6 Day(s),1273,4.05
2671,Cummings and Sons,445 Minute(s),157363,5 Day(s),1070,3.54
2672,"Purdy, Morar and Tremblay",1334 Minute(s),48792,3 Day(s),1548,3.21
2673,Moen LLC,845 Minute(s),120219,3 Day(s),2377,2.55
2674,Tromp LLC,205 Minute(s),187958,7 Day(s),1373,4.18
2675,"Wiza, Dickens and Schroeder",325 Minute(s),215617,5 Day(s),1303,4.01
2676,Stiedemann-McKenzie,1076 Minute(s),109135,2 Day(s),2733,3.37
2677,"Kuhlman, Ziemann and Russel",85 Minute(s),213382,4 Day(s),392,3.69
2678,"Jakubowski, Reilly and Pfannerstill",365 Minute(s),84309,5 Day(s),1321,3.36
2679,Yundt-Muller,3 Minute(s),118020,7 Day(s),45,4.42
2680,Sawayn-Kris,756 Minute(s),128940,5 Day(s),2895,2.74
2681,Conn-Zboncak,196 Minute(s),94174,6 Day(s),269,4.64
2682,Stehr and Sons,147 Minute(s),119186,5 Day(s),352,4.77
2683,"McKenzie, Gorczany and Shanahan",455 Minute(s),178598,4 Day(s),1269,4.71
2684,Macejkovic-Wiegand,1309 Minute(s),52285,4 Day(s),2326,3.11
2685,Rodriguez-Leannon,243 Minute(s),68620,4 Day(s),149,3.88
2686,"Hoppe, Pfannerstill and Kohler",360 Minute(s),205501,4 Day(s),1076,4.39
2687,"King, Simonis and Osinski",1348 Minute(s),58990,3 Day(s),1851,3.49
2688,Altenwerth Inc,37 Minute(s),209561,7 Day(s),335,3.99
2689,King LLC,75 Minute(s),258803,3 Day(s),194,2.66
2690,Kirlin-Swaniawski,775 Minute(s),117431,5 Day(s),1693,3.45
2691,VonRueden LLC,260 Minute(s),163058,6 Day(s),1201,4.12
2692,"Marquardt, Cassin and Muller",158 Minute(s),101450,6 Day(s),474,4.24
2693,Lynch Inc,553 Minute(s),217208,6 Day(s),1308,4.46
2694,Toy LLC,293 Minute(s),132402,6 Day(s),1417,4.09
2695,"Schinner, Koepp and Gleichner",1157 Minute(s),120768,3 Day(s),2292,2.3
2696,Bins-Halvorson,17 Minute(s),158076,6 Day(s),733,3.26
2697,"Osinski, Klocko and Bartell",201 Minute(s),213498,3 Day(s),1501,3.65
2698,"Durgan, Goyette and Gleason",820 Minute(s),74304,5 Day(s),2087,3.39
2699,Braun Inc,210 Minute(s),88895,6 Day(s),641,4.04
2700,"Reichert, Osinski and Green",397 Minute(s),162538,4 Day(s),1376,4.59
2701,Wiza Inc,433 Minute(s),147728,4 Day(s),1226,4.06
2702,"Ondricka, Rempel and Langosh",1410 Minute(s),36353,2 Day(s),1884,2.92
2703,Thompson-Bechtelar,430 Minute(s),106015,4 Day(s),1135,4.9
2704,"Little, Bahringer and Larkin",39 Minute(s),229505,7 Day(s),753,3.47
2705,Stokes LLC,869 Minute(s),62853,3 Day(s),1974,3.1
2706,Moore-Grimes,273 Minute(s),224182,6 Day(s),1422,3.86
2707,Glover Inc,825 Minute(s),46584,5 Day(s),1686,3.1
2708,Graham-Sporer,123 Minute(s),141572,6 Day(s),975,4.2
2709,Fadel-Harvey,181 Minute(s),85155,7 Day(s),441,3.94
2710,Fisher-Legros,166 Minute(s),83347,7 Day(s),381,4.97
2711,Deckow-Flatley,153 Minute(s),197094,6 Day(s),512,3.28
2712,Willms-Padberg,293 Minute(s),157608,6 Day(s),1209,3.65
2713,"McDermott, Yundt and Wunsch",509 Minute(s),152980,5 Day(s),1227,3.47
2714,McLaughlin-Botsford,179 Minute(s),207297,6 Day(s),158,3.8
2715,Wisoky-Smitham,452 Minute(s),119026,6 Day(s),1218,3.74
2716,Pouros-Buckridge,22 Minute(s),102063,6 Day(s),139,3.62
2717,"Senger, Gaylord and Larson",497 Minute(s),240900,4 Day(s),850,4.45
2718,"Blanda, Hayes and Crona",48 Minute(s),101981,5 Day(s),259,4.61
2719,"Wiegand, Corkery and Daugherty",116 Minute(s),123403,5 Day(s),585,4.81
2720,Hane and Sons,1416 Minute(s),72982,3 Day(s),1719,3.65
2721,"Kris, Boyer and Barton",681 Minute(s),75322,4 Day(s),2778,2.78
2722,"Greenholt, Bashirian and Borer",777 Minute(s),79562,4 Day(s),1640,4.09
2723,"Bergnaum, Turner and Balistreri",860 Minute(s),37866,3 Day(s),2200,3.56
2724,Renner-Erdman,30 Minute(s),260424,5 Day(s),15,4.29
2725,Mraz Group,124 Minute(s),189986,3 Day(s),913,4.0
2726,"Willms, Lindgren and Swift",1116 Minute(s),105410,4 Day(s),1570,3.65
2727,"Welch, Schowalter and Sawayn",1222 Minute(s),49280,3 Day(s),1659,3.32
2728,"Thompson, Bartell and Herman",804 Minute(s),38172,5 Day(s),1616,4.15
2729,Jenkins-Haag,207 Minute(s),101091,5 Day(s),132,4.36
2730,Barrows-Beahan,377 Minute(s),67053,7 Day(s),1245,3.98
2731,Cronin and Sons,207 Minute(s),104888,7 Day(s),409,4.34
2732,"Jacobs, Jones and Kutch",664 Minute(s),88324,4 Day(s),2766,3.23
2733,Morissette and Sons,35 Minute(s),286864,4 Day(s),2484,2.45
2734,Kautzer-Hoeger,301 Minute(s),124692,6 Day(s),257,4.32
2735,Daniel and Sons,88 Minute(s),172603,5 Day(s),130,3.21
2736,Sawayn-Luettgen,180 Minute(s),183086,5 Day(s),1445,4.26
2737,Balistreri LLC,482 Minute(s),172110,6 Day(s),1597,3.55
2738,Fahey-O'Kon,292 Minute(s),205573,4 Day(s),1162,3.99
2739,Cartwright Inc,1075 Minute(s),40823,3 Day(s),2499,3.85
2740,Kassulke-Breitenberg,294 Minute(s),203909,4 Day(s),1600,4.56
2741,Grant-Medhurst,197 Minute(s),101545,7 Day(s),372,4.18
2742,"Raynor, McKenzie and Huels",859 Minute(s),113521,2 Day(s),2690,2.52
2743,"Feeney, Lueilwitz and Herzog",136 Minute(s),81968,5 Day(s),301,4.19
2744,Bosco-Mante,127 Minute(s),200670,5 Day(s),624,4.23
2745,Luettgen and Sons,122 Minute(s),283339,5 Day(s),231,3.51
2746,Spencer-Jerde,171 Minute(s),127790,7 Day(s),672,4.16
2747,"Koss, Sipes and Schinner",1107 Minute(s),96285,4 Day(s),1968,2.74
2748,"Stehr, Conroy and Larkin",1391 Minute(s),78902,2 Day(s),2636,2.83
2749,Conroy LLC,131 Minute(s),109016,4 Day(s),289,3.67
2750,Nolan LLC,83 Minute(s),247864,7 Day(s),577,3.8
2751,Bernhard Inc,269 Minute(s),190885,5 Day(s),1185,3.67
2752,Cole and Sons,84 Minute(s),85375,7 Day(s),501,4.22
2753,Cruickshank-Stehr,95 Minute(s),75395,7 Day(s),36,4.01
2754,Rice Group,187 Minute(s),173723,5 Day(s),1193,4.3
2755,Kerluke and Sons,1123 Minute(s),48576,4 Day(s),1787,2.85
2756,Klocko-Marquardt,345 Minute(s),215381,7 Day(s),1284,4.23
2757,"Cassin, Strosin and Mayert",171 Minute(s),205765,4 Day(s),787,4.36
2758,Schimmel-Cartwright,557 Minute(s),38961,4 Day(s),1622,3.19
2759,Weber and Sons,3 Minute(s),263971,7 Day(s),611,4.6
2760,Parker-Reichel,463 Minute(s),185256,5 Day(s),1349,4.86
2761,Ebert-Baumbach,626 Minute(s),38006,4 Day(s),1505,3.26
2762,Mosciski-Conn,1307 Minute(s),60780,4 Day(s),2004,4.45
2763,Kihn-Morar,888 Minute(s),76780,5 Day(s),1814,3.67
2764,Bins-Baumbach,133 Minute(s),168739,4 Day(s),22,4.98
2765,Blick LLC,505 Minute(s),154826,6 Day(s),1231,3.93
2766,"Nikolaus, Kassulke and Senger",198 Minute(s),195028,5 Day(s),1413,3.62
2767,Jakubowski-Bosco,81 Minute(s),165721,6 Day(s),773,3.78
2768,D'Amore LLC,85 Minute(s),273826,5 Day(s),464,3.92
2769,Williamson and Sons,304 Minute(s),122292,4 Day(s),1172,3.38
2770,Fritsch-Schneider,373 Minute(s),122362,4 Day(s),1419,4.33
2771,Muller-Volkman,1356 Minute(s),34170,2 Day(s),2591,3.01
2772,Sanford-Oberbrunner,53 Minute(s),123775,7 Day(s),90,3.56
2773,"Turner, Rodriguez and Murray",361 Minute(s),224267,7 Day(s),661,4.88
2774,Hills and Sons,628 Minute(s),61992,4 Day(s),1837,4.11
2775,"Gusikowski, Schneider and Funk",1015 Minute(s),86389,3 Day(s),2523,3.11
2776,"Hand, Hamill and Will",1248 Minute(s),58386,2 Day(s),2145,4.19
2777,Becker-Orn,192 Minute(s),165527,4 Day(s),1059,4.93
2778,"Pacocha, Kris and Olson",1044 Minute(s),51638,5 Day(s),1552,3.44
2779,Schamberger and Sons,213 Minute(s),219706,5 Day(s),1337,3.34
2780,Leffler Group,977 Minute(s),34152,3 Day(s),1606,2.88
2781,Hoppe-Emard,201 Minute(s),215377,5 Day(s),1506,4.26
2782,"Wehner, Cremin and Wiza",502 Minute(s),219975,4 Day(s),1407,3.95
2783,Labadie-Paucek,352 Minute(s),138237,5 Day(s),1357,4.24
2784,Hoeger Inc,143 Minute(s),256207,3 Day(s),2330,2.58
2785,"Grant, Mayer and Gusikowski",477 Minute(s),142052,3 Day(s),1340,4.11
2786,Gerlach LLC,682 Minute(s),74841,5 Day(s),1975,3.63
2787,"Roob, Goyette and Buckridge",31 Minute(s),87892,7 Day(s),159,3.95
2788,Harber and Sons,1129 Minute(s),74101,2 Day(s),2428,2.23
2789,Marks Group,1095 Minute(s),45281,3 Day(s),1581,2.8
2790,"Stark, Gutkowski and Hahn",436 Minute(s),157608,7 Day(s),1267,3.26
2791,Dickens-Hammes,9 Minute(s),247718,4 Day(s),460,2.68
2792,"Bradtke, Rau and Mayert",139 Minute(s),241170,6 Day(s),309,4.83
2793,Fahey-Gusikowski,321 Minute(s),121414,5 Day(s),1372,4.27
2794,Osinski Inc,531 Minute(s),181442,6 Day(s),1108,3.53
2795,Zboncak Inc,8 Minute(s),154241,5 Day(s),467,4.05
2796,Walker LLC,725 Minute(s),67398,3 Day(s),1529,2.77
2797,"Labadie, Kautzer and Braun",289 Minute(s),153800,5 Day(s),1165,4.27
2798,Simonis LLC,104 Minute(s),126316,5 Day(s),395,4.51
2799,Daniel-Smitham,88 Minute(s),103386,6 Day(s),644,3.95
2800,"Trantow, Goodwin and Reilly",138 Minute(s),139376,3 Day(s),1470,4.33
2801,Schneider-Feest,1065 Minute(s),81149,2 Day(s),2866,3.54
2802,Jacobi-Nienow,279 Minute(s),109375,4 Day(s),1495,3.87
2803,"Larkin, Schuster and Homenick",241 Minute(s),177052,5 Day(s),738,3.27
2804,Thiel LLC,225 Minute(s),93523,7 Day(s),609,4.19
2805,Brakus-Hoppe,641 Minute(s),53919,4 Day(s),2423,3.87
2806,Treutel-Dicki,470 Minute(s),200790,5 Day(s),989,4.46
2807,Schneider LLC,392 Minute(s),171705,4 Day(s),1342,4.66
2808,"Cummerata, Grady and Bogan",160 Minute(s),294974,5 Day(s),508,4.25
2809,"Walter, O'Hara and Koepp",197 Minute(s),277143,4 Day(s),25,2.72
2810,"Bradtke, Schinner and Daugherty",449 Minute(s),244422,4 Day(s),1098,3.64
2811,Kuhlman-Ledner,70 Minute(s),275387,7 Day(s),671,4.65
2812,Koelpin-Hodkiewicz,4 Minute(s),90008,7 Day(s),418,4.4
2813,Kemmer-Mann,338 Minute(s),136269,5 Day(s),1012,3.97
2814,Kuhn-Kling,1052 Minute(s),42544,5 Day(s),1857,3.04
2815,"Kuhlman, Osinski and Feest",175 Minute(s),262823,6 Day(s),165,4.01
2816,"Johnston, Gulgowski and O'Conner",128 Minute(s),209726,4 Day(s),1373,3.98
2817,"Bosco, Green and Medhurst",955 Minute(s),31083,3 Day(s),1740,2.89
2818,Bergstrom-Kuhn,456 Minute(s),142394,4 Day(s),1215,4.95
2819,Kutch and Sons,523 Minute(s),189846,6 Day(s),1509,3.64
2820,Gusikowski Inc,655 Minute(s),60500,6 Day(s),1927,3.67
2821,"Purdy, Pouros and Medhurst",22 Minute(s),112394,7 Day(s),569,4.37
2822,"Koelpin, Klocko and Hintz",165 Minute(s),150091,5 Day(s),557,3.51
2823,Kuvalis-Stoltenberg,135 Minute(s),249600,7 Day(s),594,3.79
2824,Brekke Inc,107 Minute(s),83998,6 Day(s),502,4.39
2825,"Price, Brekke and Jerde",1124 Minute(s),43515,3 Day(s),2050,3.36
2826,"Pacocha, Dach and Lakin",629 Minute(s),71981,4 Day(s),2452,2.83
2827,"Marks, Hilll and Schowalter",9 Minute(s),99239,6 Day(s),347,3.94
2828,Bosco-Mann,126 Minute(s),221252,3 Day(s),284,2.14
2829,"Strosin, Rutherford and Wintheiser",117 Minute(s),78101,6 Day(s),470,4.13
2830,Kris-Schultz,577 Minute(s),50603,3 Day(s),1879,2.86
2831,Gibson Group,872 Minute(s),76605,4 Day(s),2772,2.65
2832,O'Conner and Sons,105 Minute(s),185948,5 Day(s),124,3.27
2833,Schroeder-Harvey,198 Minute(s),160805,5 Day(s),1379,3.58
2834,"Lockman, Metz and Reynolds",134 Minute(s),127498,5 Day(s),800,4.98
2835,"Bechtelar, DuBuque and Kohler",170 Minute(s),268727,6 Day(s),559,4.56
2836,Kub Inc,777 Minute(s),62725,4 Day(s),1685,2.86
2837,Goyette LLC,1302 Minute(s),74597,4 Day(s),2697,3.08
2838,"Altenwerth, Crist and Sipes",188 Minute(s),183643,5 Day(s),1284,4.41
2839,Wintheiser and Sons,241 Minute(s),188304,6 Day(s),1328,3.27
2840,Barrows-Hammes,990 Minute(s),96764,4 Day(s),2119,3.31
2841,Cole Group,321 Minute(s),191957,5 Day(s),1126,3.24
2842,"Gaylord, Nicolas and Hessel",194 Minute(s),52522,4 Day(s),338,3.75
2843,Moen-Legros,493 Minute(s),105529,7 Day(s),1115,4.9
2844,Watsica LLC,15 Minute(s),167523,4 Day(s),296,4.87
2845,"Konopelski, Rippin and Macejkovic",457 Minute(s),164692,6 Day(s),1282,3.34
2846,Bahringer-Paucek,54 Minute(s),137844,5 Day(s),131,4.59
2847,Flatley-Bergstrom,1319 Minute(s),50728,4 Day(s),1731,4.12
2848,Kub and Sons,66 Minute(s),99116,6 Day(s),230,3.65
2849,Douglas-Stroman,86 Minute(s),133986,6 Day(s),283,4.04
2850,Gottlieb-West,325 Minute(s),192151,5 Day(s),937,4.06
2851,"Parisian, Koch and Prohaska",216 Minute(s),61896,7 Day(s),860,4.42
2852,Monahan-Jacobson,632 Minute(s),41975,5 Day(s),1728,3.25
2853,Abbott-Nikolaus,2 Minute(s),226804,6 Day(s),84,4.57
2854,"Runolfsson, Durgan and Lemke",443 Minute(s),86710,5 Day(s),107,4.0
2855,Kiehn Inc,66 Minute(s),91161,5 Day(s),682,4.49
2856,Mraz Group,174 Minute(s),225057,3 Day(s),2764,2.79
2857,Brakus LLC,549 Minute(s),134383,3 Day(s),1422,4.34
2858,Koelpin-Kuphal,1350 Minute(s),39590,4 Day(s),1822,3.07
2859,Erdman and Sons,562 Minute(s),63195,5 Day(s),1724,3.59
2860,Macejkovic and Sons,200 Minute(s),121917,7 Day(s),138,4.34
2861,Doyle Group,1246 Minute(s),63297,4 Day(s),2093,3.34
2862,"Sporer, Nitzsche and Hilpert",453 Minute(s),130033,4 Day(s),1500,3.51
2863,"Grant, Quitzon and Kris",874 Minute(s),55215,3 Day(s),2019,3.42
2864,"Herman, Cronin and Bergnaum",103 Minute(s),272433,4 Day(s),2663,3.04
2865,Abshire-Hirthe,80 Minute(s),130768,4 Day(s),541,4.24
2866,Hermann-Beer,1371 Minute(s),120119,4 Day(s),2835,2.29
2867,Murphy LLC,972 Minute(s),83236,5 Day(s),2871,2.84
2868,Kling-Hane,353 Minute(s),164298,7 Day(s),1290,4.0
2869,"Price, Cole and Schamberger",112 Minute(s),287127,4 Day(s),72,2.34
2870,Pollich Group,1128 Minute(s),126241,3 Day(s),2929,2.17
2871,Gislason Group,347 Minute(s),197492,5 Day(s),1177,4.2
2872,White-Jones,74 Minute(s),189894,7 Day(s),439,3.88
2873,Cassin-Farrell,773 Minute(s),97040,4 Day(s),1943,3.27
2874,"Kreiger, Berge and Gusikowski",371 Minute(s),184716,4 Day(s),1091,3.71
2875,Spencer LLC,189 Minute(s),66416,5 Day(s),108,4.69
2876,Mohr LLC,431 Minute(s),140021,3 Day(s),1389,4.15
2877,Reilly and Sons,608 Minute(s),52062,2 Day(s),1651,3.53
2878,Frami LLC,662 Minute(s),126086,4 Day(s),1842,3.45
2879,"Turner, Mosciski and Cole",494 Minute(s),187887,7 Day(s),1392,3.49
2880,"Macejkovic, Beatty and Luettgen",31 Minute(s),259706,4 Day(s),2963,2.91
2881,Schumm-O'Kon,25 Minute(s),235817,3 Day(s),2661,2.23
2882,Jones-Farrell,500 Minute(s),163605,7 Day(s),1329,3.32
2883,"Legros, Schowalter and Fay",133 Minute(s),272837,6 Day(s),317,4.63
2884,"Carroll, Heathcote and Ondricka",1379 Minute(s),82527,5 Day(s),1505,3.32
2885,"Langosh, Denesik and Hegmann",198 Minute(s),141253,6 Day(s),1176,4.34
2886,"Kutch, Champlin and Farrell",1329 Minute(s),89568,4 Day(s),2323,3.56
2887,Hauck-Crist,1 Minute(s),162008,4 Day(s),715,3.8
2888,Ullrich Group,198 Minute(s),119301,5 Day(s),500,3.62
2889,Little Inc,264 Minute(s),137250,4 Day(s),1410,3.57
2890,"McDermott, Langworth and Gleichner",449 Minute(s),138256,3 Day(s),1004,3.78
2891,"Padberg, Schoen and Barrows",1191 Minute(s),107053,4 Day(s),1909,3.85
2892,Ankunding-Kirlin,163 Minute(s),288286,4 Day(s),110,2.68
2893,Reinger and Sons,404 Minute(s),206820,6 Day(s),1115,3.34
2894,Powlowski-Zulauf,745 Minute(s),97059,3 Day(s),2965,3.09
2895,Reinger and Sons,95 Minute(s),132363,4 Day(s),72,4.41
2896,"Ziemann, Schimmel and Ullrich",392 Minute(s),151581,5 Day(s),1246,4.06
2897,"Ryan, Stokes and Jenkins",444 Minute(s),203242,7 Day(s),1219,3.84
2898,Stoltenberg-Wisoky,1370 Minute(s),44089,4 Day(s),1801,2.88
2899,Haley LLC,537 Minute(s),41757,3 Day(s),2596,3.41
2900,Douglas Group,1315 Minute(s),77375,4 Day(s),1520,2.84
2901,Reichert Group,1076 Minute(s),120362,2 Day(s),2351,2.5
2902,Lueilwitz-Brown,25 Minute(s),106315,5 Day(s),273,4.43
2903,Blick Inc,944 Minute(s),53580,5 Day(s),1583,3.33
2904,Harber-Turner,126 Minute(s),202414,4 Day(s),240,4.94
2905,"Schroeder, Johnson and Rolfson",177 Minute(s),93873,7 Day(s),536,4.22
2906,"Kerluke, Waelchi and Mueller",145 Minute(s),107147,5 Day(s),294,4.8
2907,Wisozk Group,1408 Minute(s),62670,2 Day(s),1668,4.16
2908,Labadie-Buckridge,1238 Minute(s),122898,2 Day(s),2478,3.51
2909,Reinger-Sanford,484 Minute(s),181979,6 Day(s),1241,4.7
2910,"Ward, Graham and Welch",142 Minute(s),150499,5 Day(s),506,3.49
2911,Roob-Dach,1259 Minute(s),67577,4 Day(s),2145,3.36
